,restaurant_name,restaurant_phone,restaurant_website,hours,price_range,price_range_num,restaurant_id,cuisines,menus,last_updated,address.city,address.state,address.postal_code,address.street,address.formatted,geo.lat,geo.lon
104,Lincoln Square Pancake House,(317) 536-0668,http:///in/indianapolis/657858-lincoln-square-pancake-house/,,,0,3985548486085571,[''],[],2021-01-05T07:28:31.461Z,Indianapolis,IN,46220,5024 East 56th Street,"5024 East 56th Street Indianapolis, IN 46220",39.855484,-86.085571
105,Aristocrat Pub & Restaurant,(317) 283-7388,http:///in/indianapolis/657848-aristocrat-pub-restaurant/,,,0,3984732186146103,[''],[],2021-01-05T07:28:31.481Z,Indianapolis,IN,46220,5212 North College Avenue,"5212 North College Avenue Indianapolis, IN 46220",39.847321,-86.146103
106,Fancy Fortune Cookies,(317) 436-7690,http:///in/indianapolis/657846-fancy-fortune-cookies/,,,0,3987619486082726,[''],[],2021-01-05T07:28:31.550Z,Indianapolis,IN,46220,5124 East 65th Street,"5124 East 65th Street Indianapolis, IN 46220",39.876194,-86.082726
107,Starbucks,(317) 578-0438,http:///in/indianapolis/652193-starbucks/,,,0,3988160386068375,[''],[],2021-01-05T07:28:32.245Z,Indianapolis,IN,46220,6920 Lake Plaza Drive,"6920 Lake Plaza Drive Indianapolis, IN 46220",39.881603,-86.068375
108,The Gallery Pastry Shop,(317) 820-5526,http:///in/indianapolis/642351-the-gallery-pastry-shop/,,,0,3985083486139450,[''],[],2021-01-05T07:28:32.337Z,Indianapolis,IN,46220,1101 E 54th St,"1101 E 54th St Indianapolis, IN 46220",39.850834,-86.13945
109,Mississippi Belle,(317) 466-0522,http:///in/indianapolis/642350-mississippi-belle/,,,0,3985165886125382,[''],[],2021-01-05T07:28:32.369Z,Indianapolis,IN,46220,2170 East 54th Street,"2170 East 54th Street Indianapolis, IN 46220",39.851658,-86.125382
110,Locally Grown Gardens,(317) 255-8555,http:///in/indianapolis/642346-locally-grown-gardens/,,,0,3985143386140221,[''],[],2021-01-05T07:28:32.419Z,Indianapolis,IN,46220,1050 East 54th Street,"1050 East 54th Street Indianapolis, IN 46220",39.851433,-86.140221
111,Just Pop In! Gourmet Popcorn Shop & Cafe,(317) 257-9338,http:///in/indianapolis/642305-just-pop-in-gourmet-popcorn-shop-cafe/,,,0,3987280786142738,[''],[],2021-01-05T07:28:32.691Z,Indianapolis,IN,46220,6406 Cornell Avenue,"6406 Cornell Avenue Indianapolis, IN 46220",39.872807,-86.142738
112,Taste of Havana,(317) 559-4369,http:///in/indianapolis/642273-taste-of-havana/,,,0,3986959186144325,[''],[],2021-01-05T07:28:32.798Z,Indianapolis,IN,46220,815 Broad Ripple Avenue,"815 Broad Ripple Avenue Indianapolis, IN 46220",39.869591,-86.144325
113,Cholita Tacos,(317) 389-5555,http:///in/indianapolis/631243-cholita-tacos/,,,0,3986954986141510,[''],[],2021-01-05T07:28:33.326Z,Indianapolis,IN,46220,1001 Broad Ripple Ave,"1001 Broad Ripple Ave Indianapolis, IN 46220",39.869549,-86.14151
114,Mama Carolla's,(317) 259-9412,http:///in/indianapolis/620825-mama-carollas/,,,0,3985082686140877,[''],[],2021-01-05T07:28:34.076Z,Indianapolis,IN,46220,1031 East 54th Street,"1031 East 54th Street Indianapolis, IN 46220",39.850826,-86.140877
115,Marco's Restaurant & Lounge,(317) 251-7000,http:///in/indianapolis/620897-marcos-restaurant-lounge/,,,0,3985152186122803,[''],[],2021-01-05T07:28:34.113Z,Indianapolis,IN,46220,2380 East 54th Street,"2380 East 54th Street Indianapolis, IN 46220",39.851521,-86.122803
116,Wyliepalooza Ice Cream SoBro,(317) 798-8881,http:///in/indianapolis/619652-wyliepalooza-ice-cream-sobro/,,,0,3985090386140366,[''],[],2021-01-05T07:28:34.607Z,Indianapolis,IN,46220,1049 E 54th St,"1049 E 54th St Indianapolis, IN 46220",39.850903,-86.140366
117,Old Pro's Table,(317) 255-5417,http:///in/indianapolis/619026-old-pros-table/,,,0,3986961086143974,[''],[],2021-01-05T07:28:34.661Z,Indianapolis,IN,46220,827 Broad Ripple Avenue,"827 Broad Ripple Avenue Indianapolis, IN 46220",39.86961,-86.143974
118,La Hacienda Indy,(317) 577-2689,http:///in/indianapolis/619263-la-hacienda-indy/,,,0,3988036486069275,[''],[],2021-01-05T07:28:34.725Z,Indianapolis,IN,46220,6825 Graham Road,"6825 Graham Road Indianapolis, IN 46220",39.880364,-86.069275
119,La Piedad,(317) 475-0988,http:///in/indianapolis/619030-la-piedad/,,,0,3987426486142616,[''],[],2021-01-05T07:28:34.741Z,Indianapolis,IN,46220,6524 Cornell Avenue,"6524 Cornell Avenue Indianapolis, IN 46220",39.874264,-86.142616
120,The Garden Table,(317) 737-2531,http:///in/indianapolis/618862-the-garden-table/,,,0,3987078186142639,[''],[],2021-01-05T07:28:34.809Z,Indianapolis,IN,46220,908 East Westfield Boulevard,"908 East Westfield Boulevard Indianapolis, IN 46220",39.870781,-86.142639
121,House of Cheung,(317) 253-9696,http:///in/indianapolis/618717-house-of-cheung/,,,0,3988363786120949,[''],[],2021-01-05T07:28:34.961Z,Indianapolis,IN,46220,2460 East 71st Street,"2460 East 71st Street Indianapolis, IN 46220",39.883637,-86.120949
122,Lava,(317) 726-5282,http:///in/indianapolis/595525-lava/,,,0,3987009486143112,[''],[],2021-01-05T07:28:36.115Z,Indianapolis,IN,46220,6308 Guilford Ave,"6308 Guilford Ave Indianapolis, IN 46220",39.870094,-86.143112
123,Subway,(317) 436-8956,https://restaurants.subway.com/united-states/in/indianapolis/5868-e-71st-st?utm_source=yext-other&utm_medium=local&utm_term=acq&utm_content=47523&utm_campaign=evergreen-2020&y_source=1_MTQ4OTg2ODEtNzA,,,0,3988440086067900,[''],[],2021-01-05T07:28:36.368Z,Indianapolis,IN,46220,5868 E 71st St.,"5868 E 71st St. Indianapolis, IN 46220",39.8844,-86.0679
124,Jet's Pizza,(317) 252-5445,http:///in/indianapolis/587384-jets-pizza/,,,0,3986791686118919,[''],[],2021-01-05T07:28:36.568Z,Indianapolis,IN,46220,2635 E 62nd St,"2635 E 62nd St Indianapolis, IN 46220",39.867916,-86.118919
125,Liter House,(463) 221-2800,http:///in/indianapolis/579492-liter-house/,,,0,3984936186141312,[''],[],2021-01-05T07:28:36.859Z,Indianapolis,IN,46220,5301 N Winthrop Ave,"5301 N Winthrop Ave Indianapolis, IN 46220",39.849361,-86.141312
126,The Cake Bake Shop,(317) 257-2253,http:///in/indianapolis/566356-the-cake-bake-shop/,,,0,3987400186144432,[''],[],2021-01-05T07:28:37.371Z,Indianapolis,IN,46220,6515 Carrollton Ave,"6515 Carrollton Ave Indianapolis, IN 46220",39.874001,-86.144432
127,Captain sushi & Juicy Seafood,(317) 252-5555,http:///in/indianapolis/553470-captain-sushi/,,,0,3986906486145828,[''],[],2021-01-05T07:28:37.617Z,Indianapolis,IN,46220,6253 North College Avenue,"6253 North College Avenue Indianapolis, IN 46220",39.869064,-86.145828
128,KFC,(317) 722-0587,http:///in/indianapolis/550518-kfc/,,,0,3986642586122894,[''],[],2021-01-05T07:28:37.693Z,Indianapolis,IN,46220,6154 N Keystone Ave,"6154 N Keystone Ave Indianapolis, IN 46220",39.866425,-86.122894
129,Louie's Wine Dive,(317) 722-0140,http:///in/indianapolis/540417-louies-wine-dive/,,,0,3986951086145553,[''],[],2021-01-05T07:28:38.030Z,Indianapolis,IN,46220,701 Broad Ripple Ave,"701 Broad Ripple Ave Indianapolis, IN 46220",39.86951,-86.145553
130,GG's Bar & Grill,(317) 595-8900,http:///in/indianapolis/539506-ggs-bar-grill/,,,0,3988264686071504,[''],[],2021-01-05T07:28:38.110Z,Indianapolis,IN,46220,5701 E 71st St,"5701 E 71st St Indianapolis, IN 46220",39.882646,-86.071504
131,The Egyptian Cafe and Hookah Bar,(317) 255-4400,http:///in/indianapolis/538865-the-egyptian-cafe-and-hookah-bar/,,,0,3986939286144592,[''],[],2021-01-05T07:28:38.211Z,Indianapolis,IN,46220,6265 Carrollton Ave,"6265 Carrollton Ave Indianapolis, IN 46220",39.869392,-86.144592
132,Taco Bell,(317) 257-0960,https://locations.tacobell.com/in/indianapolis/6165-n-keystone-ave-.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=021193&utm_content=website,,,0,3986720086121700,[''],[],2021-01-05T07:28:38.918Z,Indianapolis,IN,46220,6165 N Keystone Ave.,"6165 N Keystone Ave. Indianapolis, IN 46220",39.8672,-86.1217
133,Subway,(317) 253-1417,http://www.subway.com,,,0,3986765986097462,['Sandwiches'],[],2021-01-05T07:28:09.559Z,INDIANAPOLIS,IN,46220,6165 Allisonville Rd,"6165 Allisonville Rd INDIANAPOLIS, IN 46220",39.867659,-86.097462
134,The Vanguard,(317) 254-1147,http:///in/indianapolis/817173-the-vanguard/,,,0,3987035086142662,[''],[],2021-01-05T07:28:09.778Z,Indianapolis,IN,46220,6319 Guilford Avenue,"6319 Guilford Avenue Indianapolis, IN 46220",39.87035,-86.142662
135,Subway,(317) 253-7827,http://www.subway.com,,,0,3986971986141976,['Sandwiches'],[],2021-01-05T07:28:09.842Z,INDIANAPOLIS,IN,46220,901 Broad Ripple Ave,"901 Broad Ripple Ave INDIANAPOLIS, IN 46220",39.869719,-86.141976
136,First Wok,(317) 253-8433,http:///in/indianapolis/817183-first-wok/,,,0,3986912986095535,[''],[],2021-01-05T07:28:09.912Z,Indianapolis,IN,46220,6219 Allisonville Road,"6219 Allisonville Road Indianapolis, IN 46220",39.869129,-86.095535
137,Subway,(317) 251-7859,https://restaurants.subway.com/united-states/in/indianapolis/5535-n-keystone-ave?utm_source=yext-other&utm_medium=local&utm_term=acq&utm_content=1772&utm_campaign=evergreen-2020&y_source=1_MTQ5MDgxNzk,,,0,3985360086121600,['Sandwiches'],[],2021-01-05T07:28:09.974Z,Indianapolis,IN,46220,5535 N Keystone Ave,"5535 N Keystone Ave Indianapolis, IN 46220",39.8536,-86.1216
138,Sweeties Gourmet Treats,(317) 602-3999,http:///in/indianapolis/811646-sweeties-gourmet-treats/,,,0,3986866886124435,[''],[],2021-01-05T07:28:10.243Z,Indianapolis,IN,46220,2101 East 62nd Street,"2101 East 62nd Street Indianapolis, IN 46220",39.868668,-86.124435
139,Pizza Hut,(317) 475-0351,http://www.pizzahut.com,,,0,3986866286124328,"['American', 'Pizza']",[],2021-01-05T07:28:11.195Z,INDIANAPOLIS,IN,46220,2230 E 62nd St,"2230 E 62nd St INDIANAPOLIS, IN 46220",39.868662,-86.124328
140,Brugge Brasserie,(317) 255-0978,http:///in/indianapolis/775029-brugge-brasserie/,,,0,3987052286141228,[''],[],2021-01-05T07:28:11.433Z,Indianapolis,IN,46220,1011 East Westfield Boulevard,"1011 East Westfield Boulevard Indianapolis, IN 46220",39.870522,-86.141228
141,Donatos Pizza,(877) 585-1085,http:///in/indianapolis/773392-donatos-pizza/,,,0,3986786786155350,[''],[],2021-01-05T07:28:11.454Z,Indianapolis,IN,46220,4 East 62nd Street,"4 East 62nd Street Indianapolis, IN 46220",39.867867,-86.15535
142,Blind Owl Brewery,(317) 924-1000,http:///in/indianapolis/774482-blind-owl-brewery/,,,0,3987005686084694,[''],[],2021-01-05T07:28:11.476Z,Indianapolis,IN,46220,5014 East 62nd Street,"5014 East 62nd Street Indianapolis, IN 46220",39.870056,-86.084694
143,Long Thanh Chinese and Vietnamese Food,(317) 842-6499,http:///in/indianapolis/774287-long-thanh-chinese-and-vietnamese-food/,,,0,3988261486071091,[''],[],2021-01-05T07:28:11.529Z,Indianapolis,IN,46220,5707 East 71st Street,"5707 East 71st Street Indianapolis, IN 46220",39.882614,-86.071091
144,Smallcakes Cupcakery & Creamery,(317) 389-5447,http:///in/indianapolis/772985-smallcakes-cupcakery-creamery/,,,0,3986996586141907,[''],[],2021-01-05T07:28:11.571Z,Indianapolis,IN,46220,930 Broad Ripple Avenue,"930 Broad Ripple Avenue Indianapolis, IN 46220",39.869965,-86.141907
145,Papa Murphy's Take 'N' Bake Pizza,(317) 259-7272,https://locations.papamurphys.com/in/indianapolis/2130-east-62nd-street,,,0,3986910086124800,"['American', 'Pizza', 'Salads']",[],2021-01-05T07:28:11.634Z,Indianapolis,IN,46220,2130 East 62nd Street,"2130 East 62nd Street Indianapolis, IN 46220",39.8691,-86.1248
146,Texas Margaritas Mexican Bar & Grill,(463) 206-2154,http:///in/indianapolis/773296-texas-margaritas-mexican-bar-grill/,,,0,3987460786121346,[''],[],2021-01-05T07:28:11.673Z,Indianapolis,IN,46220,6473 North Keystone Avenue,"6473 North Keystone Avenue Indianapolis, IN 46220",39.874607,-86.121346
147,Monon Coffee Co,(317) 255-0510,http:///in/indianapolis/772553-monon-coffee-co/,,,0,3987087686142242,[''],[],2021-01-05T07:28:11.680Z,Indianapolis,IN,46220,920 East Westfield Boulevard,"920 East Westfield Boulevard Indianapolis, IN 46220",39.870876,-86.142242
148,JS Garden,(877) 585-1085,http:///in/indianapolis/769541-js-garden/,,,0,3984890086121971,[''],[],2021-01-05T07:28:11.877Z,Indianapolis,IN,46220,5245 North Keystone Avenue,"5245 North Keystone Avenue Indianapolis, IN 46220",39.8489,-86.121971
149,Harvest Cafe Coffee & Tea,(317) 585-9162,http:///in/indianapolis/767195-harvest-cafe-coffee-tea/,,,0,3985071686124130,[''],[],2021-01-05T07:28:12.165Z,Indianapolis,IN,46220,2225 E 54th St,"2225 E 54th St Indianapolis, IN 46220",39.850716,-86.12413
150,Twenty Tap,(317) 602-8840,http:///in/indianapolis/766118-twenty-tap/,,,0,3985126986146126,[''],[],2021-01-05T07:28:12.386Z,Indianapolis,IN,46220,5406 North College Avenue,"5406 North College Avenue Indianapolis, IN 46220",39.851269,-86.146126
151,Moe & Johnny's,(317) 255-6376,http:///in/indianapolis/765498-moe-johnnys/,,,0,3985084586146202,[''],[],2021-01-05T07:28:12.543Z,Indianapolis,IN,46220,5380 North College Avenue,"5380 North College Avenue Indianapolis, IN 46220",39.850845,-86.146202
152,Cold Stone Creamery,(877) 585-1085,http:///in/indianapolis/698525-cold-stone-creamery/,,,0,3986990786143463,[''],[],2021-01-05T07:28:29.757Z,Indianapolis,IN,46220,840 Broad Ripple Avenue,"840 Broad Ripple Avenue Indianapolis, IN 46220",39.869907,-86.143463
153,Donato's Pizza,(317) 722-8100,http://www.donatos.com,,,0,3986867386122810,"['American', 'Pizza', 'Salads', 'Subs']",[],2021-01-05T07:28:30.000Z,INDIANAPOLIS,IN,46220,2357 E 62nd St,"2357 E 62nd St INDIANAPOLIS, IN 46220",39.868673,-86.12281
154,Thai 2 Go,(317) 362-0544,http:///in/indianapolis/695019-thai-2-go/,,,0,3987459286120453,[''],[],2021-01-05T07:28:30.168Z,Indianapolis,IN,46220,2445 East 65th Street,"2445 East 65th Street Indianapolis, IN 46220",39.874592,-86.120453
155,Youmi Crepes & Teas,(812) 360-4877,http:///in/indianapolis/667466-youmi-crepes-and-bubble-tea/,,,0,3986954186144234,[''],[],2021-01-05T07:28:30.934Z,Indianapolis,IN,46220,823 Broad Ripple Ave,"823 Broad Ripple Ave Indianapolis, IN 46220",39.869541,-86.144234
156,Delicia,(317) 925-0677,http:///in/indianapolis/657867-delicia/,,,0,3984744386145164,[''],[],2021-01-05T07:28:31.300Z,Indianapolis,IN,46220,5215 N College Ave,"5215 N College Ave Indianapolis, IN 46220",39.847443,-86.145164
157,Ambrosia,(317) 255-3096,http:///in/indianapolis/657816-ambrosia/,,,0,3986246586145645,[''],[],2021-01-05T07:28:31.657Z,Indianapolis,IN,46220,5903 North College Avenue,"5903 North College Avenue Indianapolis, IN 46220",39.862465,-86.145645
158,Good Morning Mama's,(317) 255-3800,http:///in/indianapolis/652221-good-morning-mamas/,,,0,3985076586141350,[''],[],2021-01-05T07:28:31.906Z,Indianapolis,IN,46220,1001 E 54th St,"1001 E 54th St Indianapolis, IN 46220",39.850765,-86.14135
159,The Donut Shop,(317) 255-3836,http:///in/indianapolis/652204-the-donut-shop/,,,0,3985341686121628,[''],[],2021-01-05T07:28:31.977Z,Indianapolis,IN,46220,5527 North Keystone Avenue,"5527 North Keystone Avenue Indianapolis, IN 46220",39.853416,-86.121628
160,The Missing Brick,(317) 258-3195,http:///in/indianapolis/642304-the-missing-brick/,,,0,3987287186080414,[''],[],2021-01-05T07:28:32.657Z,Indianapolis,IN,46220,6404 Rucker Road,"6404 Rucker Road Indianapolis, IN 46220",39.872871,-86.080414
161,Ezra's Enlightened Cafe,(317) 255-3972,http:///in/indianapolis/642300-ezras-enlightened-cafe/,,,0,3987418086143837,[''],[],2021-01-05T07:28:32.674Z,Indianapolis,IN,46220,6516 Ferguson Street,"6516 Ferguson Street Indianapolis, IN 46220",39.87418,-86.143837
162,Baskin-Robbins,(317) 253-5333,https://www.baskinrobbins.com?utm_source=Yext&utm_medium=organic&utm_campaign=Yext,,,0,3986830086124200,[''],[],2021-01-05T07:28:32.723Z,Indianapolis,IN,46220,2201 E 62nd St,"2201 E 62nd St Indianapolis, IN 46220",39.8683,-86.1242
163,Nicey Treat,(317) 602-6423,http:///in/indianapolis/642257-nicey-treat/,,,0,3987094186142380,[''],[],2021-01-05T07:28:32.855Z,Indianapolis,IN,46220,916 East Westfield Boulevard,"916 East Westfield Boulevard Indianapolis, IN 46220",39.870941,-86.14238
164,The Missing Brick,(317) 257-7557,http:///in/indianapolis/642234-the-missing-brick/,,,0,3987286986080412,[''],[],2021-01-05T07:28:32.987Z,Indianapolis,IN,46220,6404 Rucker Rd,"6404 Rucker Rd Indianapolis, IN 46220",39.872869,-86.080412
165,Connor's Pub,(317) 255-5039,http:///in/indianapolis/637944-connors-pub/,,,0,3987157186143707,[''],[],2021-01-05T07:28:33.077Z,Indianapolis,IN,46220,6331 Ferguson St,"6331 Ferguson St Indianapolis, IN 46220",39.871571,-86.143707
166,Goodfellas Pizzeria,(317) 744-0491,http:///in/indianapolis/637949-goodfellas-pizzeria/,,,0,3986988186142365,[''],[],2021-01-05T07:28:33.088Z,Indianapolis,IN,46220,914 Broad Ripple Avenue,"914 Broad Ripple Avenue Indianapolis, IN 46220",39.869881,-86.142365
167,Perk Up,(317) 251-0033,http:///in/indianapolis/637942-perk-up/,,,0,3987478386142639,[''],[],2021-01-05T07:28:33.097Z,Indianapolis,IN,46220,6536 Cornell Avenue,"6536 Cornell Avenue Indianapolis, IN 46220",39.874783,-86.142639
168,Indy Tacos,(317) 929-1424,http:///in/indianapolis/620245-indy-tacos/,,,0,3985205886125031,[''],[],2021-01-05T07:28:34.181Z,Indianapolis,IN,46220,2196 East 54th Street,"2196 East 54th Street Indianapolis, IN 46220",39.852058,-86.125031
169,Sweeties,(317) 602-3999,http:///in/indianapolis/619312-sweeties/,,,0,3986840186125725,[''],[],2021-01-05T07:28:34.571Z,Indianapolis,IN,46220,2101 Broad Ripple Avenue,"2101 Broad Ripple Avenue Indianapolis, IN 46220",39.868401,-86.125725
170,Northside Kitchenette,(317) 253-1022,http:///in/indianapolis/618854-northside-kitchenette/,,,0,3987435586145508,[''],[],2021-01-05T07:28:34.866Z,Indianapolis,IN,46220,6515 North College Avenue,"6515 North College Avenue Indianapolis, IN 46220",39.874355,-86.145508
171,Sushi Bar,(317) 257-7289,http:///in/indianapolis/618270-sushi-bar/,,,0,3986943486142510,[''],[],2021-01-05T07:28:35.709Z,Indianapolis,IN,46220,911 Broad Ripple Avenue,"911 Broad Ripple Avenue Indianapolis, IN 46220",39.869434,-86.14251
172,BurgerFuel,(317) 405-8362,http:///in/indianapolis/606316-burgerfuel/,,,0,3987025586143295,[''],[],2021-01-05T07:28:35.742Z,Indianapolis,IN,46220,6320 Guilford Ave,"6320 Guilford Ave Indianapolis, IN 46220",39.870255,-86.143295
173,Condado Tacos,(463) 206-2768,http://www.condadotacos.com?utm_source=extnet&utm_medium=Yext,,,0,3986990086143600,[''],[],2021-01-05T07:28:35.926Z,Indianapolis,IN,46220,838 Broad Ripple Ave,"838 Broad Ripple Ave Indianapolis, IN 46220",39.8699,-86.1436
174,Plump's Last Shot,(317) 257-5867,http:///in/indianapolis/600797-plumps-last-shot/,,,0,3987316986142708,[''],[],2021-01-05T07:28:35.946Z,Indianapolis,IN,46220,6416 Cornell Ave,"6416 Cornell Ave Indianapolis, IN 46220",39.873169,-86.142708
175,Sangrita Saloon,(317) 377-4779,http:///in/indianapolis/594483-sangrita-saloon/,,,0,3987263586143158,[''],[],2021-01-05T07:28:36.143Z,Indianapolis,IN,46220,834 E 64th St,"834 E 64th St Indianapolis, IN 46220",39.872635,-86.143158
176,Greek's Pizzeria,(317) 913-0888,http:///in/indianapolis/581309-greeks-pizzeria/,,,0,3988304986070862,[''],[],2021-01-05T07:28:36.779Z,Indianapolis,IN,46220,5741 E 71st St,"5741 E 71st St Indianapolis, IN 46220",39.883049,-86.070862
177,Joella's Hot Chicken,(317) 259-7161,https://joellas.com/,,,0,3987010086139400,[''],[],2021-01-05T07:28:37.382Z,Indianapolis,IN,46220,1072 Broad Ripple Avenue,"1072 Broad Ripple Avenue Indianapolis, IN 46220",39.8701,-86.1394
178,Buffalo Wild Wings,(317) 257-2999,https://www.buffalowildwings.com/en/locations/detail/3678/?utm_source=extendednetwork&utm_medium=organic&utm_campaign=yext,,,0,3986826086118126,[''],[],2021-01-05T07:28:37.708Z,Indianapolis,IN,46220,2747 East 62nd Street,"2747 East 62nd Street Indianapolis, IN 46220",39.86826,-86.118126
179,Movable Feast,(317) 577-9901,http:///in/indianapolis/546377-movable-feast/,,,0,3987551586082375,[''],[],2021-01-05T07:28:37.795Z,Indianapolis,IN,46220,5143 E 65th St,"5143 E 65th St Indianapolis, IN 46220",39.875515,-86.082375
180,Golden Fish and Chicken Gyro,(317) 757-3181,http:///in/indianapolis/534311-golden-fish-and-chicken-gyro/,,,0,3988439686067329,[''],[],2021-01-05T07:28:38.507Z,Indianapolis,IN,46220,5868 E 71st St Ste D,"5868 E 71st St Ste D Indianapolis, IN 46220",39.884396,-86.067329
181,Kilroy's,(317) 257-7849,http://www.kilroysindy.com/index.aspx,,$$,2,3986938186143654,[''],[],2021-01-05T07:28:54.370Z,Indianapolis,IN,46220,831 Broad Ripple Ave,"831 Broad Ripple Ave Indianapolis, IN 46220",39.869381,-86.143654
182,Ripple Bagel & Deli,(317) 257-8326,http://www.ripplebageldeli.com,,$,1,3986989686143220,[''],[],2021-01-05T07:28:54.455Z,Indianapolis,IN,46220,850 Broad Ripple Ave,"850 Broad Ripple Ave Indianapolis, IN 46220",39.869896,-86.14322
183,Keystone Sports Review,(317) 251-9902,http://www.keystonesportsreview.com/,,$,1,3985528986122506,[''],[],2021-01-05T07:28:54.586Z,Indianapolis,IN,46220,5602 North Keystone Avenue,"5602 North Keystone Avenue Indianapolis, IN 46220",39.855289,-86.122506
184,Naked Tchopstix,(317) 252-5555,http://www.tchopstix.com/,,$$,2,3986910886146115,[''],[],2021-01-05T07:28:54.635Z,Indianapolis,IN,46220,6255 North College Avenue,"6255 North College Avenue Indianapolis, IN 46220",39.869108,-86.146115
185,QDOBA Mexican Eats,(317) 205-9960,http://www.qdoba.com,,$$$,3,3987052186143061,[''],[],2021-01-05T07:28:54.663Z,Indianapolis,IN,46220,6334 N Guilford Ave,"6334 N Guilford Ave Indianapolis, IN 46220",39.870521,-86.143061
186,Usual Suspects,(317) 251-3138,http://usualsuspectsindy.com,,$$,2,3987031086142576,[''],[],2021-01-05T07:28:54.674Z,Indianapolis,IN,46220,6319 Guilford Ave,"6319 Guilford Ave Indianapolis, IN 46220",39.87031,-86.142576
187,Cafe Patachou,(317) 925-2823,http://www.cafepatachou.com,,$$,2,3994233086156643,[''],[],2021-01-05T07:28:54.820Z,Indianapolis,IN,46220,Multiple,"Multiple Indianapolis, IN 46220",39.94233,-86.156643
188,Pei Wei,(317) 205-9380,http://www.peiwei.com,,$$,2,3986766786120801,[''],[],2021-01-05T07:28:54.872Z,Indianapolis,IN,46220,"6159 N. Keystone Ave., Suite 100","6159 N. Keystone Ave., Suite 100 Indianapolis, IN 46220",39.867667,-86.120801
189,Taverna Food & Spirits,(317) 257-5972,http://www.tavernafoodspirits.com,,$$,2,3986901586128616,[''],[],2021-01-05T07:28:54.882Z,Indianapolis,IN,46220,1850 Broad Ripple Ave,"1850 Broad Ripple Ave Indianapolis, IN 46220",39.869015,-86.128616
190,SoBro Cafe,(317) 920-8121,http://www.sobrocafe.com,,$,1,3984691286146727,[''],[],2021-01-05T07:28:54.958Z,Indianapolis,IN,46220,653 E 52nd St,"653 E 52nd St Indianapolis, IN 46220",39.846912,-86.146727
191,Poccadio Moroccan Grill & Sandwiches,(317) 252-5911,http://www.poccadio.com/,,$,1,3986882986140272,[''],[],2021-01-05T07:28:54.982Z,Indianapolis,IN,46220,1045 Broad Ripple Avenue,"1045 Broad Ripple Avenue Indianapolis, IN 46220",39.868829,-86.140272
192,Hot Box Pizza,(317) 257-7500,http://www.gethotboxpizza.com,,$,1,3986956486145630,[''],[],2021-01-05T07:28:55.111Z,Indianapolis,IN,46220,715 Broad Ripple Avenue,"715 Broad Ripple Avenue Indianapolis, IN 46220",39.869564,-86.14563
193,Flatwater Restaurant,(317) 257-5466,http://www.flatwaterbroadripple.com,,$,1,3987085886143578,[''],[],2021-01-05T07:28:55.178Z,Indianapolis,IN,46220,832 E Westfield Blvd,"832 E Westfield Blvd Indianapolis, IN 46220",39.870858,-86.143578
194,Taco Bell,(317) 257-0960,http://www.tacobell.com,,,0,3986718886121719,['Mexican'],[],2021-01-05T07:28:59.385Z,Indianapolis,IN,46220,6165 N Keystone Ave,"6165 N Keystone Ave Indianapolis, IN 46220",39.867188,-86.121719
195,Noble Roman's,(317) 257-3900,,,,0,3986968086145514,"['American', 'Italian', 'Pizza', 'Sandwiches', 'Wraps']",[],2021-01-05T07:28:59.981Z,INDIANAPOLIS,IN,46220,715 Broad Ripple Ave,"715 Broad Ripple Ave INDIANAPOLIS, IN 46220",39.86968,-86.145514
196,Just Judy's,(317) 254-8796,http:///in/indianapolis/618614-just-judys/,,,0,3987016786084152,[''],[],2021-01-05T07:28:35.035Z,Indianapolis,IN,46220,5018 East 62nd Street,"5018 East 62nd Street Indianapolis, IN 46220",39.870167,-86.084152
197,Chipotle,(317) 225-5193,http:///in/indianapolis/618467-chipotle/,,,0,3986995386141487,[''],[],2021-01-05T07:28:35.069Z,Indianapolis,IN,46220,1002 Broad Ripple Ave,"1002 Broad Ripple Ave Indianapolis, IN 46220",39.869953,-86.141487
198,The Nook by Northside,(317) 253-0450,http:///in/indianapolis/618453-the-nook-by-northside/,,,0,3987403186145401,[''],[],2021-01-05T07:28:35.082Z,Indianapolis,IN,46220,6513 North College Avenue,"6513 North College Avenue Indianapolis, IN 46220",39.874031,-86.145401
199,Crab General,(317) 757-2891,http:///in/indianapolis/618352-crab-general/,,,0,3986951586142204,[''],[],2021-01-05T07:28:35.163Z,Indianapolis,IN,46220,921 Broad Ripple Avenue,"921 Broad Ripple Avenue Indianapolis, IN 46220",39.869515,-86.142204
200,Side Wok Cafe,(317) 722-1090,http:///in/indianapolis/618515-side-wok-cafe/,,,0,3986884386139519,[''],[],2021-01-05T07:28:35.185Z,Indianapolis,IN,46220,1087 Broad Ripple Avenue,"1087 Broad Ripple Avenue Indianapolis, IN 46220",39.868843,-86.139519
201,Biscuits Mexican Restaurant,(317) 202-0410,http:///in/indianapolis/618361-biscuits-cafe/,,,0,3986880186140717,[''],[],2021-01-05T07:28:35.347Z,Indianapolis,IN,46220,1035 Broad Ripple Ave,"1035 Broad Ripple Ave Indianapolis, IN 46220",39.868801,-86.140717
